zip,city,state,lat,lon,dma_code,adoption_rate,population
05125,New York,NY,40.97855,-73.96276,501,0.0605,15789
52813,New York,NY,40.86042,-74.3169,501,0.0837,23955
53137,New York,NY,40.88867,-74.08719,501,0.0713,42817
55768,New York,NY,41.12067,-74.17487,501,0.0853,49316
55585,Los Angeles,CA,33.61859,-118.0037,803,0.0839,28347
52214,Los Angeles,CA,34.25743,-118.5104,803,0.05,23021
56543,Los Angeles,CA,33.70439,-118.61226,803,0.0743,50305
61412,Los Angeles,CA,34.29795,-118.57672,803,0.0519,21177
84974,Los Angeles,CA,34.32802,-118.33665,803,0.0741,51107
97633,Los Angeles,CA,34.05622,-118.5624,803,0.0618,70809
23517,Los Angeles,CA,34.43515,-118.59579,803,0.0706,28365
40534,Los Angeles,CA,33.71619,-117.84493,803,0.0913,65773
42226,Los Angeles,CA,33.65024,-117.86015,803,0.0662,23507
84929,Los Angeles,CA,34.30944,-118.49383,803,0.0669,28204
62992,Los Angeles,CA,33.76687,-118.49738,803,0.0667,70381
21511,Los Angeles,CA,33.94742,-118.58295,803,0.0602,27743
06387,Los Angeles,CA,34.39768,-117.93546,803,0.0783,44993
16432,Los Angeles,CA,33.95305,-118.28354,803,0.0859,42636
86070,Los Angeles,CA,33.98026,-118.16934,803,0.0678,50662
59562,Los Angeles,CA,34.05542,-118.53281,803,0.0498,66659
61985,Los Angeles,CA,33.81393,-118.00649,803,0.0829,62568
24537,Los Angeles,CA,34.33168,-118.33339,803,0.0526,49499
57440,Los Angeles,CA,33.931,-117.97165,803,0.0712,7843
06329,Los Angeles,CA,34.17499,-118.61968,803,0.0809,69540
11482,Los Angeles,CA,33.65104,-118.24017,803,0.0658,20350
04390,Los Angeles,CA,34.37356,-117.79719,803,0.0809,16863
26390,Los Angeles,CA,33.72066,-117.89657,803,0.062,24141
90933,Los Angeles,CA,34.31174,-117.85617,803,0.0525,48492
81013,Los Angeles,CA,34.28276,-118.55081,803,0.0879,38543
60822,Los Angeles,CA,33.73142,-118.2417,803,0.0889,29805
78580,Los Angeles,CA,33.83878,-118.23829,803,0.0633,7327
27076,Los Angeles,CA,33.76609,-118.54859,803,0.0896,45468
50394,Los Angeles,CA,33.75407,-117.98732,803,0.0546,72062
07367,Los Angeles,CA,34.17489,-118.3699,803,0.0869,75268
69348,Los Angeles,CA,34.12424,-117.89942,803,0.0542,72715
83547,Los Angeles,CA,34.37314,-118.02957,803,0.0655,51748
49359,Los Angeles,CA,34.12182,-118.36947,803,0.0823,60470
31153,Los Angeles,CA,33.76128,-118.02446,803,0.0518,70147
34247,Los Angeles,CA,33.88127,-117.82434,803,0.0868,43479
97081,Los Angeles,CA,33.60381,-118.66329,803,0.0561,59153
55748,Los Angeles,CA,34.06361,-117.88771,803,0.0553,32287
81285,Los Angeles,CA,34.19,-118.67364,803,0.0498,49025
40812,Los Angeles,CA,33.69793,-118.37226,803,0.0593,41972
78214,Los Angeles,CA,33.72255,-118.36409,803,0.085,23291
18662,Los Angeles,CA,33.6149,-117.97235,803,0.0798,61594
13558,Los Angeles,CA,33.6595,-118.56348,803,0.078,37858
53685,Los Angeles,CA,34.33261,-117.82328,803,0.0521,76205
46919,Los Angeles,CA,34.13745,-118.17307,803,0.0753,70340
97145,Los Angeles,CA,34.04577,-118.54511,803,0.0497,10564
70669,Los Angeles,CA,33.6249,-118.52661,803,0.0565,16251
02619,Los Angeles,CA,34.15358,-118.10258,803,0.0581,56656
27152,Los Angeles,CA,34.06863,-118.11528,803,0.0773,56926
81372,Los Angeles,CA,33.75938,-118.41526,803,0.0625,8855
95937,Los Angeles,CA,34.30688,-118.04984,803,0.05,59732
98674,Los Angeles,CA,34.42323,-118.62127,803,0.0776,25488
30616,Los Angeles,CA,34.49915,-118.45842,803,0.0771,18656
44977,Los Angeles,CA,34.40435,-117.86104,803,0.0899,37011
94282,Los Angeles,CA,33.64948,-118.12142,803,0.0786,71082
35773,Los Angeles,CA,33.86826,-117.85799,803,0.0878,13696
67510,Los Angeles,CA,33.6159,-118.45937,803,0.0598,29078
21865,Los Angeles,CA,34.27374,-118.39952,803,0.0872,45564
79805,Los Angeles,CA,33.81745,-117.87689,803,0.0766,72801
62538,Los Angeles,CA,34.02713,-118.21614,803,0.05,5975
58307,Los Angeles,CA,34.46233,-118.48325,803,0.0874,30282
52323,Los Angeles,CA,34.16256,-118.62368,803,0.0885,21452
05315,Los Angeles,CA,33.62641,-118.59769,803,0.0893,47701
19592,Los Angeles,CA,34.23287,-118.66592,803,0.0556,8089
09891,Chicago,IL,42.09121,-88.02061,602,0.0717,50132
27125,Chicago,IL,42.16391,-87.34219,602,0.084,11143
94225,Chicago,IL,42.27799,-87.9834,602,0.056,17176
05439,Chicago,IL,41.45908,-87.31685,602,0.0807,13964
99491,Chicago,IL,41.99648,-87.82117,602,0.0517,15326
85715,Chicago,IL,41.61259,-87.79258,602,0.0649,5241
46994,Chicago,IL,41.65913,-87.82547,602,0.0768,50737
43052,Chicago,IL,42.12041,-87.53799,602,0.067,40202
82039,Chicago,IL,42.09919,-87.36965,602,0.0489,70476
13885,Chicago,IL,41.7402,-87.44561,602,0.0695,30886
94637,Chicago,IL,42.20412,-87.998,602,0.081,24830
58155,Chicago,IL,41.42927,-87.89797,602,0.0787,9573
01572,Chicago,IL,41.74112,-87.99368,602,0.076,26685
65826,Chicago,IL,41.9614,-87.21831,602,0.0686,23326
38190,Chicago,IL,42.16182,-87.23534,602,0.057,24230
15408,Chicago,IL,42.27294,-87.38967,602,0.0676,76064
14705,Chicago,IL,41.99324,-87.75974,602,0.064,54220
98678,Chicago,IL,41.50566,-87.2802,602,0.0486,29516
40734,Chicago,IL,41.66498,-87.26871,602,0.068,52216
83673,Chicago,IL,41.63832,-87.66498,602,0.0693,6941
46677,Chicago,IL,41.95152,-87.61024,602,0.083,61522
87783,Chicago,IL,41.92646,-87.7888,602,0.0665,36213
76913,Chicago,IL,41.63602,-87.77915,602,0.0738,33687
67546,Chicago,IL,41.60052,-87.80844,602,0.0763,22762
95810,Chicago,IL,41.56849,-87.85698,602,0.0609,70943
46696,Chicago,IL,41.57293,-87.78453,602,0.0553,15843
22575,Chicago,IL,42.29425,-87.98833,602,0.0633,21940
40598,Chicago,IL,42.08806,-87.68837,602,0.0556,16507
37806,Chicago,IL,41.6139,-87.73029,602,0.049,54800
58217,Chicago,IL,42.0522,-87.62936,602,0.0734,63222
03899,Chicago,IL,41.55573,-87.53646,602,0.0641,34256
57365,Chicago,IL,42.05915,-87.55112,602,0.074,32458
88543,Chicago,IL,42.0781,-87.28773,602,0.0792,32463
90077,Chicago,IL,41.59145,-87.96801,602,0.0652,36553
83350,Chicago,IL,42.05869,-87.27453,602,0.0575,54946
94475,Chicago,IL,42.06947,-87.93899,602,0.0823,65774
60664,Chicago,IL,41.44579,-87.30712,602,0.0687,26494
86786,Chicago,IL,41.72335,-88.07023,602,0.0815,16443
06000,Chicago,IL,41.6542,-87.88371,602,0.0768,28689
69056,Chicago,IL,41.74149,-87.31736,602,0.0662,29367
95018,Chicago,IL,41.85626,-88.0653,602,0.0799,50985
69379,Chicago,IL,41.73667,-87.4119,602,0.0662,26591
52445,Chicago,IL,41.89051,-87.24038,602,0.0773,49092
84568,Chicago,IL,41.47906,-87.83288,602,0.0639,4244
10855,Chicago,IL,41.80482,-87.70131,602,0.0761,48653
77045,Chicago,IL,41.66674,-87.87782,602,0.0779,71584
29694,Chicago,IL,42.32291,-87.21503,602,0.0665,24065
17948,Chicago,IL,42.26458,-88.01779,602,0.0802,27819
62494,Chicago,IL,42.00608,-87.43117,602,0.0808,21671
47286,Chicago,IL,42.02753,-87.33217,602,0.08,56670
62355,Chicago,IL,42.32462,-87.3959,602,0.0741,64025
47498,Chicago,IL,42.13333,-87.87239,602,0.0763,35733
56851,Chicago,IL,42.03904,-87.64639,602,0.0805,39358
47921,Chicago,IL,41.64857,-87.80816,602,0.0672,58663
82706,Chicago,IL,42.00167,-87.48646,602,0.0624,42236
51478,Chicago,IL,41.47946,-87.33469,602,0.0846,20902
70554,Chicago,IL,42.1763,-87.50995,602,0.0482,4004
28493,Chicago,IL,42.28469,-87.48944,602,0.0578,15805
76824,Chicago,IL,41.55656,-87.86952,602,0.0793,47909
21012,Chicago,IL,41.61579,-87.71756,602,0.0694,14349
88617,Chicago,IL,42.23958,-87.58615,602,0.0736,41434
26870,Chicago,IL,41.87312,-87.88801,602,0.0508,59986
88980,Chicago,IL,42.22251,-87.58024,602,0.0584,33193
19264,Chicago,IL,41.85402,-87.57832,602,0.0674,21429
92806,Chicago,IL,41.87034,-87.63144,602,0.0696,3365
22019,Chicago,IL,42.18479,-87.65864,602,0.0706,41404
62049,Chicago,IL,41.76556,-87.70286,602,0.0868,12382
24661,Chicago,IL,42.00144,-87.50729,602,0.0488,8512
90469,Chicago,IL,42.09099,-87.18071,602,0.0806,14817
67929,Chicago,IL,41.86385,-87.39835,602,0.0535,30465
95134,Chicago,IL,41.80213,-87.96559,602,0.0515,50493
45737,Chicago,IL,41.85518,-87.60682,602,0.079,30120
58042,Philadelphia,PA,39.81036,-75.38879,504,0.0541,40399
39389,Philadelphia,PA,39.82226,-75.17084,504,0.0666,38111
67379,Philadelphia,PA,39.81293,-75.43202,504,0.0737,17957
44372,Philadelphia,PA,39.67568,-74.97334,504,0.0575,13978
06250,Philadelphia,PA,39.86159,-75.11634,504,0.0698,77741
07515,Philadelphia,PA,39.86123,-75.51755,504,0.0539,64766
80782,Philadelphia,PA,40.19199,-75.56107,504,0.074,73757
81182,Philadelphia,PA,39.84104,-75.48285,504,0.0817,13379
28853,Philadelphia,PA,39.53813,-75.04497,504,0.0796,25293
14286,Philadelphia,PA,40.09986,-74.83291,504,0.0705,15686
86947,Philadelphia,PA,39.51468,-74.83047,504,0.058,43046
74676,Philadelphia,PA,40.14172,-74.83899,504,0.06,6988
42744,Philadelphia,PA,39.52095,-75.1055,504,0.0775,9658
66244,Philadelphia,PA,40.01336,-75.57976,504,0.0571,57690
76409,Philadelphia,PA,40.12874,-75.25102,504,0.0548,53243
78839,Philadelphia,PA,40.03537,-74.77125,504,0.0953,64817
55057,Philadelphia,PA,39.99652,-75.54057,504,0.0728,22392
83169,Philadelphia,PA,39.51658,-75.6109,504,0.0822,18447
12553,Philadelphia,PA,39.69902,-75.50599,504,0.0728,38603
95287,Philadelphia,PA,40.01469,-75.2095,504,0.0848,9071
48956,Philadelphia,PA,40.19922,-74.973,504,0.0898,13548
39423,Philadelphia,PA,40.06836,-74.97689,504,0.0722,35798
07903,Philadelphia,PA,40.14809,-75.60494,504,0.0525,12943
51981,Philadelphia,PA,39.78256,-74.9587,504,0.0592,66244
80817,Philadelphia,PA,39.5564,-75.28439,504,0.0773,60004
62578,Philadelphia,PA,40.11179,-75.48478,504,0.0872,50113
85527,Philadelphia,PA,39.65022,-74.89354,504,0.073,61843
36650,Philadelphia,PA,40.20876,-75.10507,504,0.0648,10447
82507,Philadelphia,PA,40.37916,-74.98226,504,0.0885,46021
80407,Philadelphia,PA,40.15574,-75.60125,504,0.0585,42948
77634,Philadelphia,PA,39.88831,-74.81589,504,0.0685,51809
79877,Philadelphia,PA,40.1969,-75.40428,504,0.0718,2720
43144,Philadelphia,PA,39.73934,-75.23495,504,0.0778,8043
38818,Philadelphia,PA,40.25251,-74.88462,504,0.0903,77461
20268,Philadelphia,PA,39.74906,-74.84914,504,0.0876,68032
46463,Philadelphia,PA,39.9837,-75.12922,504,0.0733,52535
27271,Philadelphia,PA,40.21152,-74.96523,504,0.0954,43062
80548,Philadelphia,PA,39.5544,-75.25925,504,0.0833,35888
77860,Philadelphia,PA,40.17862,-74.9027,504,0.0722,13995
71275,Philadelphia,PA,40.22852,-74.92025,504,0.0621,70793
35019,Philadelphia,PA,40.29918,-75.14553,504,0.073,28959
25793,Philadelphia,PA,39.69402,-75.53223,504,0.0876,40484
48557,Philadelphia,PA,40.02268,-75.2922,504,0.0864,22030
33284,Philadelphia,PA,39.54274,-74.71777,504,0.0684,16409
49716,Philadelphia,PA,40.07207,-74.90659,504,0.0587,6479
46210,Philadelphia,PA,39.75509,-75.06878,504,0.056,29323
75118,Philadelphia,PA,39.94028,-75.10473,504,0.0634,39177
56831,Philadelphia,PA,39.59,-75.21302,504,0.0781,19657
34292,Philadelphia,PA,40.26197,-75.31024,504,0.096,52071
11966,Philadelphia,PA,39.52737,-75.58387,504,0.0682,62567
64811,Philadelphia,PA,40.35508,-74.79627,504,0.0546,54587
16718,Philadelphia,PA,40.13834,-75.53424,504,0.066,33067
84970,Philadelphia,PA,39.5834,-74.7864,504,0.0743,26442
59766,Philadelphia,PA,40.26732,-75.28138,504,0.0622,31561
23561,Philadelphia,PA,39.53737,-75.38492,504,0.0674,74961
04642,Philadelphia,PA,40.2561,-75.57286,504,0.0867,65863
08310,Philadelphia,PA,39.59355,-75.32929,504,0.0521,28576
89722,Philadelphia,PA,40.176,-75.08439,504,0.0714,16317
62699,Philadelphia,PA,39.79413,-75.38389,504,0.0573,65586
23096,Dallas-Ft. Worth,TX,32.72395,-96.5202,623,0.1136,4153
62329,Dallas-Ft. Worth,TX,32.9722,-97.07141,623,0.0657,31408
11196,Dallas-Ft. Worth,TX,33.16728,-96.46692,623,0.1122,20818
59622,Dallas-Ft. Worth,TX,33.18886,-96.41365,623,0.0847,5348
83362,Dallas-Ft. Worth,TX,32.39434,-96.37192,623,0.0813,33155
63592,Dallas-Ft. Worth,TX,32.43075,-96.91757,623,0.0818,9935
24625,Dallas-Ft. Worth,TX,32.96905,-96.74896,623,0.0716,22081
35918,Dallas-Ft. Worth,TX,32.70314,-97.02492,623,0.0651,77340
39870,Dallas-Ft. Worth,TX,32.62776,-97.09598,623,0.0905,44189
60794,Dallas-Ft. Worth,TX,33.13955,-97.14425,623,0.1171,9951
83707,Dallas-Ft. Worth,TX,33.13223,-96.64555,623,0.0752,65081
38518,Dallas-Ft. Worth,TX,32.43397,-96.56763,623,0.1167,59130
35279,Dallas-Ft. Worth,TX,33.22498,-96.41443,623,0.069,40435
55479,Dallas-Ft. Worth,TX,33.13328,-97.19527,623,0.1034,40972
19921,Dallas-Ft. Worth,TX,33.20747,-97.23257,623,0.1078,47183
67950,Dallas-Ft. Worth,TX,32.45283,-97.24527,623,0.1091,71520
38539,Dallas-Ft. Worth,TX,32.49394,-96.85528,623,0.1135,31108
37287,Dallas-Ft. Worth,TX,32.84091,-97.12273,623,0.0735,32701
94274,Dallas-Ft. Worth,TX,32.48476,-96.70641,623,0.109,67443
36900,Dallas-Ft. Worth,TX,32.48449,-97.12366,623,0.1003,27689
77407,Dallas-Ft. Worth,TX,32.60394,-97.23797,623,0.1015,70600
54494,Dallas-Ft. Worth,TX,33.08366,-96.42238,623,0.092,48066
44938,Dallas-Ft. Worth,TX,32.58028,-96.67174,623,0.1153,14339
03025,Dallas-Ft. Worth,TX,32.69527,-96.56032,623,0.071,37399
33551,Dallas-Ft. Worth,TX,32.49415,-96.49854,623,0.0837,23928
93047,Dallas-Ft. Worth,TX,32.66075,-96.71159,623,0.064,70634
59428,Dallas-Ft. Worth,TX,33.19856,-97.18279,623,0.0832,34576
43072,Dallas-Ft. Worth,TX,33.02791,-96.46572,623,0.0952,10522
39213,Dallas-Ft. Worth,TX,33.11222,-96.38835,623,0.0907,69781
04361,Dallas-Ft. Worth,TX,32.80416,-96.7634,623,0.0648,14111
30321,Dallas-Ft. Worth,TX,32.88387,-97.09591,623,0.0807,75292
04942,Dallas-Ft. Worth,TX,32.34421,-96.41332,623,0.104,36764
03319,Dallas-Ft. Worth,TX,33.0803,-96.67385,623,0.089,33743
93098,Dallas-Ft. Worth,TX,32.72649,-96.93137,623,0.0688,25958
06921,Dallas-Ft. Worth,TX,32.57241,-96.82864,623,0.0957,39150
15424,Dallas-Ft. Worth,TX,32.43653,-96.88191,623,0.0712,32310
30758,Dallas-Ft. Worth,TX,32.4592,-96.73144,623,0.1045,24038
03426,Dallas-Ft. Worth,TX,33.17052,-96.89713,623,0.0867,71393
05746,Dallas-Ft. Worth,TX,32.68277,-96.39984,623,0.1061,46874
53522,Dallas-Ft. Worth,TX,32.54304,-96.94543,623,0.0875,76480
43026,Dallas-Ft. Worth,TX,33.06024,-96.48413,623,0.0666,70313
20219,Dallas-Ft. Worth,TX,33.18877,-96.4061,623,0.0773,57830
87917,Dallas-Ft. Worth,TX,32.89612,-96.91901,623,0.0927,11578
43514,Dallas-Ft. Worth,TX,32.71644,-96.7927,623,0.0648,20772
56146,Dallas-Ft. Worth,TX,33.19943,-96.54808,623,0.1149,8629
06278,Dallas-Ft. Worth,TX,32.35764,-96.66958,623,0.0782,38339
83346,Dallas-Ft. Worth,TX,32.81473,-96.41505,623,0.0976,35344
16952,Dallas-Ft. Worth,TX,32.79497,-96.85668,623,0.1156,40186
15817,Dallas-Ft. Worth,TX,32.60157,-96.66423,623,0.0703,69842
36182,Dallas-Ft. Worth,TX,32.40273,-96.71578,623,0.1146,60168
17243,Dallas-Ft. Worth,TX,32.78717,-96.45033,623,0.1137,40288
36929,Dallas-Ft. Worth,TX,32.54576,-97.16794,623,0.0935,62025
80948,Dallas-Ft. Worth,TX,32.95205,-97.04755,623,0.0848,74402
94109,Dallas-Ft. Worth,TX,32.65683,-96.44437,623,0.0803,65133
62469,Dallas-Ft. Worth,TX,33.06364,-97.21913,623,0.0819,27246
68168,Dallas-Ft. Worth,TX,32.81802,-96.37435,623,0.0853,48722
22273,Dallas-Ft. Worth,TX,33.10238,-97.03231,623,0.0941,66909
36380,Dallas-Ft. Worth,TX,32.58304,-96.35824,623,0.0798,5355
21784,Dallas-Ft. Worth,TX,32.82272,-96.70167,623,0.0827,10628
68764,Dallas-Ft. Worth,TX,32.6758,-96.85109,623,0.1039,16818
69280,Dallas-Ft. Worth,TX,32.52935,-96.38363,623,0.104,22753
55625,Dallas-Ft. Worth,TX,32.63001,-96.92979,623,0.1006,38773
68865,San Francisco,CA,37.41045,-122.09876,807,0.0978,64790
36217,San Francisco,CA,38.03135,-122.2317,807,0.0974,19181
55138,San Francisco,CA,38.10864,-122.86551,807,0.0904,17894
66259,San Francisco,CA,37.68264,-121.97577,807,0.0616,39109
82449,San Francisco,CA,37.8715,-122.52779,807,0.0758,62518
38757,San Francisco,CA,37.97565,-122.60577,807,0.0729,75291
79043,San Francisco,CA,37.67095,-122.57961,807,0.0914,67976
50896,San Francisco,CA,37.72453,-122.70361,807,0.0688,21504
58101,San Francisco,CA,37.84279,-122.34598,807,0.0587,45764
43450,San Francisco,CA,38.19695,-122.32212,807,0.066,45205
27780,San Francisco,CA,38.19981,-122.06727,807,0.0993,5852
07219,San Francisco,CA,37.55579,-122.0631,807,0.0686,72812
41950,San Francisco,CA,37.80955,-121.97091,807,0.0788,70299
96305,San Francisco,CA,37.94161,-122.51883,807,0.0713,48520
60385,San Francisco,CA,38.17801,-122.26057,807,0.0792,15471
54677,San Francisco,CA,37.66187,-122.5086,807,0.0809,77742
21214,San Francisco,CA,38.11675,-122.00138,807,0.0774,60193
82869,San Francisco,CA,38.13414,-122.34074,807,0.087,14590
23377,San Francisco,CA,37.65135,-122.53941,807,0.0581,43214
68187,San Francisco,CA,37.48293,-122.27907,807,0.0684,47504
67700,San Francisco,CA,38.12423,-122.4906,807,0.0619,40501
68058,San Francisco,CA,37.51191,-122.06557,807,0.0739,10386
83589,San Francisco,CA,37.83336,-122.77344,807,0.0813,8046
91668,San Francisco,CA,37.69518,-122.16053,807,0.069,74973
01513,San Francisco,CA,38.15023,-122.51159,807,0.0592,4523
88571,San Francisco,CA,37.35148,-122.71173,807,0.0906,76821
35868,San Francisco,CA,38.10892,-122.06339,807,0.0787,21337
76297,San Francisco,CA,37.50359,-122.32783,807,0.0614,70450
67780,San Francisco,CA,37.42088,-122.77931,807,0.0626,70984
65282,San Francisco,CA,38.06573,-122.3177,807,0.0923,10641
86210,San Francisco,CA,37.33614,-122.17588,807,0.0697,33729
47380,San Francisco,CA,37.5728,-122.8398,807,0.084,10760
46731,San Francisco,CA,37.49739,-122.3078,807,0.0555,31342
52904,San Francisco,CA,37.8493,-122.00575,807,0.0752,33733
33681,San Francisco,CA,37.52551,-122.72594,807,0.0821,25245
42261,San Francisco,CA,37.33045,-122.08911,807,0.0759,57337
79978,San Francisco,CA,37.55167,-122.07125,807,0.1004,11350
32842,San Francisco,CA,37.93445,-122.26198,807,0.082,56697
41522,San Francisco,CA,37.68364,-122.2288,807,0.0556,34401
12465,San Francisco,CA,37.48102,-122.54684,807,0.0633,40602
52909,San Francisco,CA,37.83028,-122.766,807,0.0796,53041
45025,San Francisco,CA,37.68778,-122.8105,807,0.0604,48538
73594,San Francisco,CA,37.54534,-122.69732,807,0.0679,33586
58092,San Francisco,CA,37.35632,-122.27155,807,0.0706,22933
32694,San Francisco,CA,37.96018,-122.78603,807,0.0672,19250
73742,San Francisco,CA,37.72388,-122.11672,807,0.0923,23369
49224,San Francisco,CA,37.64253,-122.21918,807,0.0722,29770
39962,San Francisco,CA,38.18075,-122.41505,807,0.0652,61835
89514,San Francisco,CA,37.44275,-122.23357,807,0.0668,60217
78014,San Francisco,CA,38.21588,-122.38821,807,0.0735,69372
28859,San Francisco,CA,37.43787,-122.19379,807,0.0863,14489
72119,San Francisco,CA,38.09157,-122.20706,807,0.0904,6263
87183,San Francisco,CA,37.9713,-122.73884,807,0.0553,13777
92051,San Francisco,CA,37.48424,-122.1035,807,0.0696,16781
09924,San Francisco,CA,37.83069,-122.54407,807,0.078,41422
26274,San Francisco,CA,37.38422,-122.58925,807,0.0652,19032
94939,San Francisco,CA,37.68398,-122.54909,807,0.0941,63378
83318,San Francisco,CA,38.11938,-122.09425,807,0.0608,38744
24121,San Francisco,CA,37.35152,-122.25774,807,0.0857,48562
55077,San Francisco,CA,37.34764,-122.23599,807,0.0762,54997
47153,San Francisco,CA,38.14034,-122.78147,807,0.0682,38005
80812,San Francisco,CA,37.98555,-122.22807,807,0.0565,7742
80762,San Francisco,CA,37.47071,-122.69112,807,0.0688,52404
97774,San Francisco,CA,37.36021,-122.58957,807,0.0845,26049
74997,San Francisco,CA,38.08042,-122.35625,807,0.0881,35885
58008,San Francisco,CA,37.92802,-122.35165,807,0.0984,17163
86908,San Francisco,CA,37.5826,-122.83074,807,0.0946,8705
33042,San Francisco,CA,37.93786,-122.83598,807,0.0695,47806
99242,San Francisco,CA,38.14718,-122.49389,807,0.0894,31440
37853,San Francisco,CA,37.79949,-122.55527,807,0.099,60506
45604,San Francisco,CA,37.94736,-122.20465,807,0.0934,61846
67671,San Francisco,CA,37.37377,-122.24097,807,0.0746,69593
17731,San Francisco,CA,37.76546,-122.69903,807,0.0992,75785
35236,San Francisco,CA,37.48198,-122.72207,807,0.0911,33433
72295,San Francisco,CA,37.55915,-122.00215,807,0.0625,48012
54955,San Francisco,CA,37.40819,-122.29655,807,0.061,66259
64279,Boston,MA,42.12419,-71.29136,506,0.0696,60831
18446,Boston,MA,42.75236,-71.19259,506,0.0607,21097
78012,Boston,MA,42.41704,-71.20869,506,0.0821,74361
56658,Boston,MA,42.59457,-71.35661,506,0.0759,62947
54229,Boston,MA,42.65815,-71.40587,506,0.0603,49748
64781,Boston,MA,42.09589,-71.4546,506,0.0599,28336
15496,Boston,MA,42.54156,-71.10568,506,0.053,45029
59337,Boston,MA,42.33189,-71.18222,506,0.0553,11913
06975,Boston,MA,41.91983,-70.61598,506,0.0794,13506
98949,Boston,MA,42.55553,-70.6267,506,0.0716,16760
85556,Boston,MA,42.35009,-71.11808,506,0.0562,73681
43181,Boston,MA,41.91757,-70.6813,506,0.075,35453
86600,Boston,MA,42.13149,-71.38411,506,0.0494,54309
20024,Boston,MA,42.17678,-71.34174,506,0.0747,24580
14393,Boston,MA,42.61626,-70.76155,506,0.079,45317
50726,Boston,MA,42.07619,-70.76611,506,0.0616,50803
18871,Boston,MA,42.40612,-71.17655,506,0.0827,33875
